Payment.Method,Railcard,Ticket.Class,Ticket.Type,Price,Departure.Station,Arrival.Station,Departure,Scheduled.Arrival,Actual.Arrival,Journey.Status,Reason.for.Delay,Refund.Request,Row_ID,MediumPrice
Debit Card,Senior,Standard,Anytime,5,Reading,Didcot,2024-02-01 06:15:00,2024-02-01 06:30:00,,Cancelled,Staff-Related,1,8512,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-02 03:30:00,2024-02-02 05:20:00,2024-02-02 05:46,Delayed,Weather,0,8518,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-01 08:00:00,2024-02-01 10:15:00,2024-02-01 11:08,Delayed,Weather,0,8539,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-01 08:00:00,2024-02-01 10:15:00,2024-02-01 11:08,Delayed,Weather,0,8542,0
Contactless,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-02 05:45:00,2024-02-02 06:15:00,2024-02-02 06:28,Delayed,Signal Failure,0,8546,0
Contactless,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-01 09:00:00,2024-02-01 09:30:00,2024-02-01 11:44,Delayed,Signal Failure,0,8553,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-02-02 07:30:00,2024-02-02 09:20:00,,Cancelled,Weather,1,8580,0
Credit Card,Disabled,Standard,Advance,23,London Kings Cross,York,2024-02-02 07:30:00,2024-02-02 09:20:00,,Cancelled,Weather,0,8582,1
Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-02-01 11:00:00,2024-02-01 12:20:00,2024-02-01 13:05,Delayed,Staff-Related,0,8588,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-02 08:00:00,2024-02-02 10:15:00,2024-02-02 10:58,Delayed,Weather,0,8589,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-02 08:00:00,2024-02-02 10:15:00,2024-02-02 10:58,Delayed,Weather,0,8591,0
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-02 09:00:00,2024-02-02 10:00:00,,Cancelled,Staff-Related,1,8600,1
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-02 09:00:00,2024-02-02 10:00:00,,Cancelled,Staff-Related,0,8603,1
Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-02-02 11:15:00,2024-02-02 12:35:00,2024-02-02 13:12,Delayed,Technical Issue,1,8613,0
Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-02 11:00:00,2024-02-02 12:20:00,2024-02-02 13:03,Delayed,Staff-Related,0,8618,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-06 11:00:00,2024-02-06 12:20:00,,Cancelled,Weather,0,8620,0
Credit Card,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-01 14:45:00,2024-02-01 15:15:00,,Cancelled,Weather,0,8628,0
Credit Card,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-01 14:45:00,2024-02-01 15:15:00,,Cancelled,Weather,1,8632,0
Credit Card,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-01 14:45:00,2024-02-01 15:15:00,,Cancelled,Weather,0,8635,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-02-01 15:30:00,2024-02-01 16:00:00,,Cancelled,Signal Failure,1,8640,0
Debit Card,None,First Class,Off-Peak,96,Edinburgh Waverley,London Kings Cross,2024-02-01 15:30:00,2024-02-01 19:50:00,2024-02-01 20:07,Delayed,Staff-Related,1,8650,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-02 15:00:00,2024-02-02 16:00:00,2024-02-02 16:58,Delayed,Technical Issue,0,8670,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-02 15:00:00,2024-02-02 16:00:00,2024-02-02 16:58,Delayed,Technical Issue,0,8671,1
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-02 15:00:00,2024-02-02 16:00:00,2024-02-02 16:58,Delayed,Technical Issue,0,8672,1
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-02 16:00:00,2024-02-02 17:20:00,2024-02-02 17:56,Delayed,Signal Failure,1,8692,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-03 17:45:00,2024-02-03 18:15:00,,Cancelled,Signal Failure,0,8706,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-02 17:45:00,2024-02-02 18:15:00,2024-02-02 19:13,Delayed,Technical Issue,0,8711,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-02 17:45:00,2024-02-02 18:15:00,2024-02-02 19:13,Delayed,Technical Issue,0,8712,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,8716,0
Contactless,None,First Class,Advance,57,London Kings Cross,York,2024-02-02 17:45:00,2024-02-02 19:35:00,,Cancelled,Weather,0,8717,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,8718,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-02 17:45:00,2024-02-02 19:35:00,,Cancelled,Weather,1,8720,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,8723,0
Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-02-02 18:45:00,2024-02-02 19:05:00,,Cancelled,Weather,1,8724,0
Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-02-02 18:45:00,2024-02-02 19:05:00,,Cancelled,Weather,0,8725,0
Credit Card,None,Standard,Advance,37,London Euston,York,2024-02-03 00:00:00,2024-02-03 01:50:00,2024-02-03 02:30,Delayed,Signal Failure,0,8767,0
Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-03 00:00:00,2024-02-03 00:30:00,,Cancelled,Signal Failure,0,8770,0
Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-03 00:00:00,2024-02-03 00:30:00,,Cancelled,Signal Failure,0,8774,0
Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-02-02 03:30:00,2024-02-02 05:20:00,2024-02-02 05:46,Delayed,Weather,0,8782,0
Credit Card,None,Standard,Off-Peak,11,York,Durham,2024-02-02 03:30:00,2024-02-02 04:20:00,2024-02-02 04:35,Delayed,Weather,0,8783,1
Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-02-02 03:30:00,2024-02-02 05:20:00,2024-02-02 05:46,Delayed,Weather,0,8784,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-28 03:30:00,2024-02-28 05:20:00,2024-02-28 05:42,Delayed,Weather,0,8823,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-16 03:30:00,2024-02-16 05:20:00,2024-02-16 05:28,Delayed,Weather,0,8828,0
Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02 07:30:00,2024-02-02 09:20:00,,Cancelled,Weather,0,8843,0
Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02 07:30:00,2024-02-02 09:20:00,,Cancelled,Weather,0,8844,0
Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-24 04:30:00,2024-02-24 05:00:00,,Cancelled,Traffic,0,8848,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-03 04:30:00,2024-02-03 05:50:00,,Cancelled,Staff-Related,0,8849,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-19 04:30:00,2024-02-19 05:50:00,,Cancelled,Weather,1,8854,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02 08:00:00,2024-02-02 10:15:00,2024-02-02 10:58,Delayed,Weather,0,8858,0
Credit Card,None,First Class,Anytime,235,Liverpool Lime Street,London Euston,2024-02-02 08:00:00,2024-02-02 10:15:00,2024-02-02 10:58,Delayed,Weather,0,8859,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02 08:00:00,2024-02-02 10:15:00,2024-02-02 10:58,Delayed,Weather,0,8860,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02 08:00:00,2024-02-02 10:15:00,2024-02-02 10:58,Delayed,Weather,0,8862,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02 08:00:00,2024-02-02 10:15:00,2024-02-02 10:58,Delayed,Weather,0,8865,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-14 06:00:00,2024-02-14 06:30:00,,Cancelled,Technical Issue,1,8881,0
Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-02-07 06:15:00,2024-02-07 07:15:00,,Cancelled,Technical Issue,0,8887,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-08 06:15:00,2024-02-08 08:05:00,2024-02-08 08:48,Delayed,Technical Issue,0,8893,0
Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-02-15 06:15:00,2024-02-15 07:15:00,,Cancelled,Signal Failure,0,8895,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-07 06:30:00,2024-02-07 07:50:00,,Cancelled,Technical Issue,1,8906,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-13 07:45:00,2024-02-13 08:45:00,,Cancelled,Technical Issue,0,8927,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-12 07:45:00,2024-02-12 08:45:00,,Cancelled,Weather,0,8940,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-20 07:45:00,2024-02-20 08:45:00,,Cancelled,Staff-Related,1,8941,1
Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,8968,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-09 08:00:00,2024-02-09 10:15:00,2024-02-09 10:45,Delayed,Weather,0,8969,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-29 08:00:00,2024-02-29 10:15:00,2024-02-29 10:44,Delayed,Weather,0,8970,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,8971,0
Credit Card,None,Standard,Advance,21,Birmingham New Street,London Euston,2024-02-03 08:00:00,2024-02-03 09:20:00,2024-02-03 10:02,Delayed,Weather,0,8972,1
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-10 08:00:00,2024-02-10 09:50:00,2024-02-10 10:30,Delayed,Weather,0,8973,0
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-18 08:00:00,2024-02-18 09:00:00,,Cancelled,Signal Failure,0,8974,1
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,8975,0
Contactless,None,Standard,Advance,6,Reading,Oxford,2024-02-03 08:00:00,2024-02-03 08:25:00,,Cancelled,Staff-Related,1,8978,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-15 08:00:00,2024-02-15 09:50:00,2024-02-15 10:15,Delayed,Weather,0,8979,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,8980,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-03 08:00:00,2024-02-03 09:50:00,2024-02-03 10:44,Delayed,Weather,0,8981,0
Credit Card,None,Standard,Advance,15,York,Liverpool Lime Street,2024-02-05 08:15:00,2024-02-05 09:45:00,,Cancelled,Staff-Related,1,8985,1
Contactless,Adult,First Class,Advance,6,Manchester Piccadilly,Liverpool Lime Street,2024-02-05 09:00:00,2024-02-05 09:30:00,2024-02-05 10:16,Delayed,Signal Failure,0,9001,0
Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,2024-02-03 09:45:00,2024-02-03 11:35:00,2024-02-03 12:02,Delayed,Signal Failure,0,9008,1
Contactless,None,Standard,Off-Peak,128,Manchester Piccadilly,London Paddington,2024-02-02 13:45:00,2024-02-02 16:00:00,,Cancelled,Weather,1,9021,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-27 11:00:00,2024-02-27 11:30:00,2024-02-27 14:13,Delayed,Staff-Related,0,9022,0
Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-24 11:15:00,2024-02-24 11:45:00,2024-02-24 11:55,Delayed,Technical Issue,0,9028,0
Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-20 11:15:00,2024-02-20 11:45:00,2024-02-20 12:24,Delayed,Technical Issue,0,9029,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-03 12:00:00,2024-02-03 13:20:00,,Cancelled,Traffic,1,9038,0
Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,2024-02-13 12:45:00,2024-02-13 13:45:00,,Cancelled,Signal Failure,0,9050,0
Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-02 16:00:00,2024-02-02 17:20:00,2024-02-02 17:56,Delayed,Signal Failure,0,9054,0
Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-02 16:00:00,2024-02-02 17:20:00,2024-02-02 17:56,Delayed,Signal Failure,0,9057,0
Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-24 13:15:00,2024-02-24 13:45:00,,Cancelled,Technical Issue,0,9060,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02 17:45:00,2024-02-02 19:35:00,,Cancelled,Weather,0,9064,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02 17:45:00,2024-02-02 19:35:00,,Cancelled,Weather,0,9067,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02 17:45:00,2024-02-02 19:35:00,,Cancelled,Weather,0,9068,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02 17:45:00,2024-02-02 19:35:00,,Cancelled,Weather,0,9069,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02 17:45:00,2024-02-02 19:35:00,,Cancelled,Weather,0,9070,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-02-02 17:45:00,2024-02-02 18:15:00,2024-02-02 19:13,Delayed,Technical Issue,0,9081,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-02-02 17:45:00,2024-02-02 18:15:00,2024-02-02 19:13,Delayed,Technical Issue,0,9082,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-02-02 17:45:00,2024-02-02 18:15:00,2024-02-02 19:13,Delayed,Technical Issue,0,9084,0
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,9107,1
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,9112,1
Contactless,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,9114,1
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,9115,1
Contactless,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-02-02 18:45:00,2024-02-02 20:05:00,,Cancelled,Signal Failure,0,9116,1
Credit Card,None,Standard,Anytime,13,Birmingham New Street,Nuneaton,2024-02-02 18:45:00,2024-02-02 19:05:00,,Cancelled,Weather,0,9117,1
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-10 16:00:00,2024-02-10 17:20:00,2024-02-10 17:35,Delayed,Signal Failure,1,9126,0
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-03 17:45:00,2024-02-03 19:05:00,,Cancelled,Staff-Related,1,9179,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-04 17:45:00,2024-02-04 18:15:00,2024-02-04 19:00,Delayed,Weather,0,9185,0
Credit Card,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-02-28 17:45:00,2024-02-28 18:15:00,2024-02-28 18:59,Delayed,Traffic,0,9187,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-21 17:45:00,2024-02-21 19:35:00,2024-02-21 19:58,Delayed,Signal Failure,1,9188,0
Credit Card,None,Standard,Advance,3,Birmingham New Street,Coventry,2024-02-21 18:45:00,2024-02-21 19:05:00,,Cancelled,Staff-Related,0,9194,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-24 18:45:00,2024-02-24 19:15:00,,Cancelled,Traffic,1,9197,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-03 17:45:00,2024-02-03 18:15:00,,Cancelled,Signal Failure,0,9198,0
Credit Card,Adult,First Class,Advance,18,London Paddington,Reading,2024-02-06 22:15:00,2024-02-06 23:15:00,,Cancelled,Staff-Related,0,9256,1
Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-03 04:30:00,2024-02-03 05:50:00,,Cancelled,Staff-Related,0,9300,1
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-10 02:15:00,2024-02-10 03:35:00,,Cancelled,Staff-Related,0,9313,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-26 03:30:00,2024-02-26 05:20:00,2024-02-26 05:49,Delayed,Weather,0,9329,0
Credit Card,Disabled,Standard,Off-Peak,22,Birmingham New Street,London St Pancras,2024-02-03 06:30:00,2024-02-03 07:50:00,,Cancelled,Staff-Related,0,9330,1
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-28 03:30:00,2024-02-28 05:20:00,2024-02-28 05:42,Delayed,Weather,0,9332,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-15 03:30:00,2024-02-15 05:20:00,2024-02-15 05:49,Delayed,Weather,0,9335,0
Credit Card,Disabled,Standard,Off-Peak,22,Birmingham New Street,London St Pancras,2024-02-03 06:30:00,2024-02-03 07:50:00,,Cancelled,Staff-Related,1,9336,1
Credit Card,Disabled,First Class,Off-Peak,59,Birmingham New Street,London St Pancras,2024-02-03 06:30:00,2024-02-03 07:50:00,,Cancelled,Staff-Related,0,9337,0
Credit Card,Disabled,Standard,Off-Peak,22,Birmingham New Street,London St Pancras,2024-02-03 06:30:00,2024-02-03 07:50:00,,Cancelled,Staff-Related,0,9340,1
Credit Card,Disabled,First Class,Advance,18,London Paddington,Reading,2024-02-04 04:15:00,2024-02-04 05:15:00,2024-02-04 05:38,Delayed,Staff-Related,0,9349,1
Credit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-02-07 05:00:00,2024-02-07 07:15:00,,Cancelled,Technical Issue,1,9360,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,9361,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,9362,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,9364,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,9367,0
Credit Card,None,First Class,Off-Peak,176,Liverpool Lime Street,London Euston,2024-02-03 08:00:00,2024-02-03 10:15:00,2024-02-03 10:57,Delayed,Weather,0,9368,0
Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2024-02-03 08:45:00,2024-02-03 09:45:00,,Cancelled,Weather,1,9377,1
Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-02-03 09:00:00,2024-02-03 09:45:00,2024-02-03 10:41,Delayed,Signal Failure,0,9385,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-20 07:45:00,2024-02-20 08:45:00,,Cancelled,Staff-Related,0,9414,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-21 07:45:00,2024-02-21 08:45:00,,Cancelled,Weather,0,9415,1
Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-02-29 07:45:00,2024-02-29 09:15:00,,Cancelled,Staff-Related,0,9416,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-04 07:45:00,2024-02-04 08:45:00,,Cancelled,Staff-Related,0,9418,1
Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-02-09 07:45:00,2024-02-09 09:15:00,,Cancelled,Staff-Related,0,9420,1
Credit Card,None,Standard,Advance,34,York,Peterborough,2024-02-23 07:30:00,2024-02-23 08:40:00,,Cancelled,Staff-Related,1,9436,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-04 08:00:00,2024-02-04 10:15:00,,Cancelled,Weather,0,9446,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-16 08:00:00,2024-02-16 10:15:00,2024-02-16 11:12,Delayed,Weather,0,9447,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-13 08:00:00,2024-02-13 10:15:00,2024-02-13 11:04,Delayed,Weather,0,9448,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-04 08:00:00,2024-02-04 10:15:00,,Cancelled,Weather,0,9450,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-04 08:00:00,2024-02-04 10:15:00,,Cancelled,Weather,0,9452,0
